state,action,result,explanation,correct
(on-table b2) (arm-empty) (clear b1) (on-table b3) (on-table b1) (clear b3) (clear b2),(pick-up b3),True,"The action is legal because the arm is empty, block b3 is on the table, and block b3 is clear.",1
(on-table b1) (on-table b2) (clear b2) (holding b3) (clear b1),(stack b3 b1),True,"The action is legal because the arm is holding b3, and b1 is clear, allowing b3 to be stacked on b1.",1
(on-table b1) (on-table b2) (clear b2) (on b3 b1) (arm-empty),(pick-up b2),True,"The action is legal because the arm is empty, block b2 is on the table, and block b2 is clear, meaning there is no block on top of it.",1
(on-table b2) (arm-empty) (on b1 b3) (on b3 b2) (clear b1),(unstack b1 b3),False,"The action is not legal because the arm is not empty; it is holding b3, so it cannot unstack b1 from b3.",0
(clear b3) (on-table b2) (holding b1) (on b3 b2),(put-down b1),True,"The action is legal because the arm is holding b1, which allows it to be put down.",1
(on-table b2) (on b3 b2) (arm-empty) (clear b3) (clear b1) (on-table b1),(unstack b3 b2),True,"The action is legal because the arm is empty, the block b3 is on b2, and the block b3 is clear.",1
(on-table b1) (on-table b2) (clear b2) (holding b3) (clear b1),(stack b3 b1),True,"The action is legal because the arm is holding b3, and b1 is clear, allowing b3 to be stacked on b1.",1
(on-table b1) (on-table b2) (clear b2) (on b3 b1) (arm-empty),(pick-up b2),True,"The action is legal because the arm is empty, b2 is on the table, and b2 is clear.",1
(on-table b2) (arm-empty) (clear b1) (on-table b3) (on-table b1) (clear b3) (clear b2),(pick-up b1),True,"The action is legal because the arm is empty, block b1 is on the table, and block b1 is clear.",1
(clear b3) (on-table b2) (clear b2) (holding b1) (on-table b3),(stack b1 b3),True,"The action is legal because the arm is holding b1, b3 is clear, and b1 can be stacked on b3.",1
(on-table b2) (clear b2) (arm-empty) (on b1 b3) (on-table b3),(pick-up b2),True,"The action is legal because the arm is empty, block b2 is on the table, and block b2 is clear.",1
(on b2 b3) (on b3 b1) (arm-empty) (on-table b1) (clear b2),(unstack b2 b3),True,"The action is legal because the arm is empty, the block b2 is on b3, and the block b2 is clear.",1
(on-table b1) (on b3 b1) (clear b3) (holding b2),(put-down b2),True,"The action is legal because the arm is holding b2, which allows it to be put down.",1
(on-table b2) (on b3 b1) (arm-empty) (clear b3) (on-table b1) (clear b2),(unstack b3 b1),False,"The action is not legal because b3 is not on b1; b3 is on b1, but the action requires b3 to be on b1, which is not the case.",0
(on-table b1) (on-table b2) (clear b2) (holding b3) (clear b1),(stack b3 b2),True,"The action is legal because the arm is holding b3, and b2 is clear, allowing b3 to be stacked on b2.",1
(on-table b1) (on-table b2) (on b3 b2) (arm-empty) (clear b1),(pick-up b1),True,"The action is legal because the arm is empty, block b1 is on the table, and block b1 is clear.",1
(on b2 b3) (on b3 b1) (arm-empty) (on-table b1) (clear b2),(unstack b2 b3),True,"The action is legal because the arm is empty, the block b2 is on b3, and the block b2 is clear.",1
(on-table b1) (on b3 b1) (clear b3) (holding b2),(put-down b2),True,"The action is legal because the arm is holding b2, which allows it to be put down.",1
(on-table b2) (on b3 b1) (arm-empty) (clear b3) (on-table b1) (clear b2),(unstack b3 b1),True,"The action is legal because the arm is empty, the block b3 is on b1, and the block b3 is clear.",1
(on-table b1) (on-table b2) (clear b2) (holding b3) (clear b1),(put-down b3),True,"The action is legal because the arm is holding b3, which allows it to be put down.",1
(on-table b1) (clear b3) (on-table b2) (clear b2) (arm-empty) (clear b1) (on-table b3),(pick-up b1),True,"The action is legal because the arm is empty, block b1 is on the table, and block b1 is clear.",1
(on-table b2) (clear b2) (holding b1) (clear b3) (on-table b3),(stack b1 b3),True,"The action is legal because the arm is holding b1, and b3 is clear, allowing b1 to be stacked on b3.",1
(on-table b2) (clear b2) (arm-empty) (on b1 b3) (on-table b3),(pick-up b2),True,"The action is legal because the arm is empty, block b2 is on the table, and block b2 is clear.",1
(on b2 b1) (arm-empty) (on b3 b2) (clear b3) (on-table b1),(unstack b3 b2),True,"The action is legal because the arm is empty, the block b3 is on b2, and the block b3 is clear.",1
(on b2 b1) (on-table b1) (clear b2) (holding b3),(put-down b3),True,"The action is legal because the arm is holding b3, which allows it to be put down.",1
(on b2 b1) (arm-empty) (clear b3) (on-table b3) (on-table b1) (clear b2),(unstack b2 b1),True,"The action is legal because the arm is empty, the block b2 is on b1, and the block b2 is clear.",1
(on-table b1) (holding b2) (clear b1) (clear b3) (on-table b3),(put-down b2),True,"The action is legal because the arm is holding b2, which allows it to be put down.",1
(on-table b1) (clear b3) (on-table b2) (clear b2) (arm-empty) (on-table b3) (clear b1),(pick-up b3),True,"The action is legal because the arm is empty, block b3 is on the table, and block b3 is clear.",1
(on-table b1) (on-table b2) (clear b2) (holding b3) (clear b1),(stack b3 b1),True,"The action is legal because the arm is holding b3, b1 is clear, and b3 can be stacked on b1.",1
(on-table b1) (on-table b2) (clear b2) (on b3 b1) (arm-empty),(pick-up b2),True,"The action is legal because the arm is empty, b2 is on the table, and b2 is clear, meaning there is no block on top of it.",1
(on b2 b3) (arm-empty) (clear b1) (on-table b3) (on-table b1) (clear b2),(unstack b2 b3),True,"The action is legal because the arm is empty, the block b2 is on b3, and the block b2 is clear.",1
(on-table b1) (clear b3) (holding b2) (clear b1) (on-table b3),(stack b2 b1),True,"The action is legal because the arm is holding b2, b1 is clear, and b2 can be stacked on b1.",1
(on-table b1) (on b2 b1) (arm-empty) (on-table b3) (clear b3),(pick-up b3),True,"The action is legal because the arm is empty, b3 is on the table, and b3 is clear.",1
(on-table b2) (arm-empty) (clear b1) (on-table b3) (on-table b1) (clear b3) (clear b2),(pick-up b1),True,"The action is legal because the arm is empty, block b1 is on the table, and block b1 is clear.",1
(clear b3) (on-table b2) (clear b2) (holding b1) (on-table b3),(stack b1 b2),True,"The action is legal because the arm is holding b1, b2 is clear, and b1 can be stacked on b2.",1
(on-table b2) (arm-empty) (on b1 b2) (clear b3) (on-table b3),(pick-up b3),True,"The action is legal because the arm is empty, block b3 is on the table, and block b3 is clear.",1
(on-table b2) (arm-empty) (clear b1) (on-table b3) (clear b3) (on b1 b2),(unstack b1 b2),False,"The action is not legal because the arm is not empty; it is holding nothing, but the state does not indicate that the arm is holding b1. Additionally, b1 is not clear, as it is on b2, so it cannot be unstacked from b2.",0
(clear b3) (on-table b2) (clear b2) (holding b1) (on-table b3),(put-down b1),True,"The action is legal because the arm is holding b1, which allows it to be put down on the table.",1
(on-table b1) (on-table b2) (clear b2) (arm-empty) (clear b1) (clear b3) (on-table b3),(pick-up b2),True,"The action is legal because the arm is empty, block b2 is on the table, and block b2 is clear.",1
(on-table b1) (clear b3) (holding b2) (clear b1) (on-table b3),(stack b2 b3),True,"The action is legal because the arm is holding b2, and b3 is clear, allowing b2 to be stacked on b3.",1
(on-table b1) (on b2 b3) (arm-empty) (on-table b3) (clear b1),(pick-up b1),True,"The action is legal because the arm is empty, block b1 is on the table, and block b1 is clear.",1
(on-table b2) (on b3 b1) (arm-empty) (clear b3) (on-table b1) (clear b2),(pick-up b2),True,"The action is legal because the arm is empty, block b2 is on the table, and block b2 is clear.",1
(on-table b1) (on b3 b1) (clear b3) (holding b2),(stack b2 b3),True,"The action is legal because the arm is holding b2, and b3 is clear, allowing b2 to be stacked on b3.",1
(on-table b2) (on b3 b1) (arm-empty) (clear b3) (on-table b1) (clear b2),(pick-up b2),True,"The action is legal because the arm is empty, block b2 is on the table, and block b2 is clear.",1
(on-table b1) (on b3 b1) (clear b3) (holding b2),(stack b2 b3),True,"The action is legal because the arm is holding b2, and b3 is clear, allowing b2 to be stacked on b3.",1
(on b2 b1) (arm-empty) (on b3 b2) (clear b3) (on-table b1),(unstack b3 b2),True,"The action is legal because the arm is empty, the block b3 is on b2, and the block b3 is clear.",1
(on b2 b1) (on-table b1) (clear b2) (holding b3),(put-down b3),True,"The action is legal because the arm is holding b3, which allows it to be put down.",1
(on b2 b1) (arm-empty) (clear b3) (on-table b3) (on-table b1) (clear b2),(unstack b2 b1),True,"The action is legal because the arm is empty, the block b2 is on b1, and the block b2 is clear.",1
(on-table b1) (holding b2) (clear b1) (clear b3) (on-table b3),(stack b2 b3),True,"The action is legal because the arm is holding b2, b3 is clear, and b2 can be stacked on b3.",1
(on-table b1) (on b2 b3) (arm-empty) (on-table b3) (clear b1),(pick-up b1),True,"The action is legal because the arm is empty, block b1 is on the table, and block b1 is clear.",1
(on-table b2) (arm-empty) (on b1 b3) (clear b1) (on-table b3) (clear b2),(pick-up b2),True,"The action is legal because the arm is empty, b2 is on the table, and b2 is clear.",1
(on b1 b3) (holding b2) (clear b1) (on-table b3),(stack b2 b1),True,"The action is legal because the arm is holding b2, and b1 is clear, allowing b2 to be stacked on b1.",1
(on-table b2) (arm-empty) (on b3 b2) (clear b1) (clear b3) (on-table b1),(unstack b3 b2),True,"The action is legal because the arm is empty, the block b3 is on b2, and the block b3 is clear.",1
(on-table b1) (on-table b2) (clear b2) (holding b3) (clear b1),(put-down b3),True,"The action is legal because the arm is holding b3, which allows it to be put down on the table.",1
(on-table b1) (clear b3) (on-table b2) (clear b2) (arm-empty) (clear b1) (on-table b3),(pick-up b1),True,"The action is legal because the arm is empty, block b1 is on the table, and block b1 is clear.",1
(on-table b2) (clear b2) (holding b1) (clear b3) (on-table b3),(stack b1 b2),True,"The action is legal because the arm is holding b1, b2 is clear, and b1 can be stacked on b2.",1
(on-table b2) (arm-empty) (on b1 b2) (clear b3) (on-table b3),(pick-up b3),True,"The action is legal because the arm is empty, block b3 is on the table, and block b3 is clear.",1
(on b2 b1) (arm-empty) (clear b3) (on-table b3) (on-table b1) (clear b2),(unstack b2 b1),True,"The action is legal because the arm is empty, the block b2 is on b1, and the block b2 is clear.",1
(on-table b1) (holding b2) (clear b1) (clear b3) (on-table b3),(stack b2 b3),True,"The action is legal because the arm is holding b2, and b3 is clear, allowing b2 to be stacked on b3.",1
(on-table b1) (on b2 b3) (arm-empty) (on-table b3) (clear b1),(pick-up b1),True,"The action is legal because the arm is empty, block b1 is on the table, and block b1 is clear.",1
(on-table b2) (arm-empty) (on b1 b3) (on b3 b2) (clear b1),(unstack b1 b3),False,"The action is not legal because the arm is not empty; it is holding b3, so it cannot unstack b1 from b3.",0
(clear b3) (on-table b2) (holding b1) (on b3 b2),(put-down b1),True,"The action is legal because the arm is holding b1, which allows it to be put down on the table.",1
(on-table b2) (on b3 b2) (arm-empty) (clear b3) (clear b1) (on-table b1),(unstack b3 b2),True,"The action is legal because the arm is empty, the block b3 is on b2, and the block b3 is clear.",1
(on-table b1) (on-table b2) (clear b2) (holding b3) (clear b1),(stack b3 b1),True,"The action is legal because the arm is holding b3, b1 is clear, and b3 can be stacked on b1.",1
(on-table b1) (on-table b2) (clear b2) (on b3 b1) (arm-empty),(pick-up b2),True,"The action is legal because the arm is empty, block b2 is on the table, and block b2 is clear.",1
(on b2 b3) (on b3 b1) (arm-empty) (on-table b1) (clear b2),(unstack b2 b3),True,"The action is legal because the arm is empty, the block b2 is on b3, and the block b2 is clear.",1
(on-table b1) (on b3 b1) (clear b3) (holding b2),(put-down b2),True,"The action is legal because the arm is holding b2, which allows it to be put down.",1
(on-table b2) (on b3 b1) (arm-empty) (clear b3) (on-table b1) (clear b2),(unstack b3 b1),True,"The action is legal because the arm is empty, the block b3 is on b1, and the block b3 is clear.",1
(on-table b1) (on-table b2) (clear b2) (holding b3) (clear b1),(stack b3 b2),True,"The action is legal because the arm is holding b3, and b2 is clear, allowing b3 to be stacked on b2.",1
(on-table b1) (on-table b2) (on b3 b2) (arm-empty) (clear b1),(pick-up b1),True,"The action is legal because the arm is empty, b1 is on the table, and b1 is clear, meaning there are no blocks on top of it.",1
(on-table b2) (on b3 b1) (arm-empty) (clear b3) (on-table b1) (clear b2),(pick-up b2),True,"The action is legal because the arm is empty, block b2 is on the table, and block b2 is clear.",1
(on-table b1) (on b3 b1) (clear b3) (holding b2),(stack b2 b3),True,"The action is legal because the arm is holding b2, and b3 is clear, allowing b2 to be stacked on b3.",1
(on b2 b3) (arm-empty) (clear b1) (on-table b3) (on b1 b2),(unstack b1 b2),False,"The action is not legal because b1 is not clear. It is on b2, but b2 is not clear as b1 is on it.",0
(on b2 b3) (clear b2) (holding b1) (on-table b3),(put-down b1),True,"The action is legal because the arm is holding b1, which allows it to be put down.",1
(on b2 b3) (arm-empty) (clear b1) (on-table b3) (on-table b1) (clear b2),(unstack b2 b3),True,"The action is legal because the arm is empty, the block b2 is on b3, and the block b2 is clear.",1
(on-table b1) (clear b3) (holding b2) (clear b1) (on-table b3),(put-down b2),True,"The action is legal because the arm is holding b2, which allows it to be put down.",1
